Institution Name,Main Office,Branch Name,Established Date (MMDDYYY),Acquired Date(MMDDYYY),Street Address,County,State,Zipcode,Latitude,Longitude,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits
CITIBANK,0,new milford - river road branch,8 de abril de 2003,09/25/2008,830 RIVER ROAD,Bergen,NJ,7646,40.92647,-74.0264,31304,32336,31516,35650,38283,43018,48231
CITIBANK,0,northvale banking center branch,12/19/2006,,"271 LIVINGSTON STREET, SUITE A",Bergen,NJ,7647,41.01451,-73.94597,75930,82155,90112,102692,115230,113259,123554
CITIBANK,0,norwood broadway branch,10/13/1987,10/01/2006,588 BROADWAY AND LIVINGSTON STREET,Bergen,NJ,7648,40.99619,-73.95613,58710,51373,59909,73542,68198,76003,80891
CITIBANK,0,oradell branch,3 de octubre de 1995,07/14/1996,417 KINDERKAMACK ROAD,Bergen,NJ,7649,40.95482,-74.03151,146496,143628,154301,156983,151251,156965,176232
CITIBANK,0,palisades park branch,10/25/1993,12/01/1996,460 BERGEN BOULEVARD,Bergen,NJ,7650,40.84579,-73.98571,121425,129690,142918,170686,184860,194725,218609
CITIBANK,0,midland avenue branch,5 de diciembre de 1980,12/01/1996,36 EAST MIDLAND AVENUE,Bergen,NJ,7652,40.94853,-74.06935,134684,136333,163697,191646,191206,209943,228117
CITIBANK,0,paramus - private banking branch,9 de enero de 1997,,36 MIDLAND AVENUE EAST,,NJ,7652,40.95194,-74.07543,0,0,0,0,0,0,0
CITIBANK,0,paramus branch,1 de abril de 2002,09/25/2008,312 FOREST AVENUE,,NJ,7652,40.93671,-74.05119,57537,55092,55880,60519,61916,64455,73949
CITIBANK,0,park ridge ridgemont branch,12 de enero de 2011,,169 KINDERKAMACK ROAD,Bergen,NJ,7656,41.03534,-74.03217,,,14737,25222,41584,37920,49185
CITIBANK,0,boulevard branch,07/16/1971,10/01/2006,504 BERGEN BOULEVARD,Bergen,NJ,7657,40.82507,-73.99688,53325,55617,59080,73348,89306,129240,149096
CITIBANK,0,river edge branch,06/13/1981,12/01/1996,686 KINDERKAMACK ROAD,Bergen,NJ,7661,40.9316,-74.03384,63783,61397,95897,105362,113821,127798,143351
CITIBANK,0,saddle brook branch,11/15/1984,10/01/2006,289 MARKET STREET,Bergen,NJ,7662,40.89645,-74.09156,34205,37064,42115,44521,51509,51356,58598
CITIBANK,0,the plaza branch,12/21/1964,10/01/2006,170 THE PLAZA,Bergen,NJ,7666,40.90218,-74.0051,69509,67519,77151,90337,99459,110246,124105
CITIBANK,0,cedar lane branch,12/16/1964,10/01/2006,205 CEDAR LANE,Bergen,NJ,7666,40.88635,-74.01387,39201,45117,64506,73121,77252,78167,83004
CITIBANK,0,teaneck banking center branch,12/13/2007,,627 CEDAR LANE,Bergen,NJ,7666,40.89104,-74.02759,17650,21691,24305,27193,31609,43627,51533
CITIBANK,0,tenafly banking center branch,12 de agosto de 2009,,115 COUNTY ROAD,Bergen,NJ,7670,40.92812,-73.96199,11954,31390,65891,90041,122804,131916,163049
CITIBANK,0,westwood branch,06/28/2005,,499 BROADWAY,Bergen,NJ,7675,40.99245,-74.03366,71253,69526,72111,76412,78183,93894,140797
CITIBANK,0,old tappan branch,04/16/2014,,216 OLD TAPPAN ROAD,Bergen,NJ,7675,41.01393,-73.98181,,,,,5418,12865,23195
CITIBANK,0,red bank branch,04/28/2005,,32 BROAD STREET,Monmouth,NJ,7701,40.351,-74.06542,64956,69909,74386,78837,89321,86343,94213
CITIBANK,0,north red bank banking center branch,12/15/2009,,430 STATE ROUTE 35,Monmouth,NJ,7701,40.37273,-74.08735,18426,23564,29559,38827,40262,48951,56486
CITIBANK,0,shrewsbury branch,03/24/1986,10/01/2006,1150 BROAD STREET,Monmouth,NJ,7702,40.31286,-74.06407,53823,54075,57591,72329,83931,81574,89017
CITIBANK,0,new bedford branch,06/28/1975,10/01/2006,2601 STATE ROUTE 138,Monmouth,NJ,7719,40.17131,-74.06332,42857,44369,58692,62904,64526,65534,71721
CITIBANK,0,bradley beach branch,05/19/1984,10/01/2006,500 MAIN STREET,Monmouth,NJ,7720,40.20231,-74.01825,20970,21467,23995,30146,34005,34168,38006
CITIBANK,0,colts neck banking center branch,12 de octubre de 2007,,290 STATE ROUTE 34,Monmouth,NJ,7722,40.27891,-74.17108,39857,45927,51638,62583,72730,76282,79140
CITIBANK,0,deal branch,1 de enero de 1919,09/25/2008,50 ATLANTIC AVE.,Monmouth,NJ,7723,40.23986,-74.00514,42916,42359,43508,51811,66244,74478,78858
CITIBANK,0,marlboro plaza branch,06/18/2009,,146 US HWY 9,Monmouth,NJ,7726,40.29874,-74.30226,21525,36964,56707,79256,93240,104636,128774
CITIBANK,0,towne pointe center branch,5 de mayo de 2011,,"357 NEW JERSEY HWY 9 S, STE 1",Monmouth,NJ,7726,40.2826,-74.343,,4552,19388,32388,51385,60536,78683
CITIBANK,0,freehold branch,1 de julio de 1984,10/01/2006,61 WEST MAIN STREET,Monmouth,NJ,,40.25805,-74.27723,43217,38670,44654,43613,46592,48530,56704
CITIBANK,0,west freehold branch,09/25/2008,,302 W MAIN ST,Monmouth,NJ,,40.24515,-74.29699,28312,39865,59362,62875,67006,68811,87579
CITIBANK,0,east manalanpan bnkg ctr branch,03/16/2011,,4413 US HIGHWAY 9,Monmouth,NJ,7728,40.28655,-74.29475,,10696,25975,39316,49839,63995,79191
CITIBANK,0,hazlet branch,1 de junio de 2003,09/25/2008,2983 ST RTE 35,Monmouth,NJ,7730,40.41799,-74.17744,47731,56706,71125,78510,86757,99303,106881
CITIBANK,0,north howell banking center branch,09/27/2007,,1998 US HIGHWAY 9,Monmouth,NJ,7731,40.18264,-74.24717,14071,15820,17886,22960,25643,29788,37648
CITIBANK,0,long branch banking center branch,12/14/2005,,160 BRIGHTON AVENUE,Monmouth,NJ,7740,40.28473,-73.98907,33671,34760,41781,47315,51673,51099,62561
CITIBANK,0,aberdeen shoprite branch,06/30/2011,,318 LLOYD ROAD,Monmouth,NJ,7747,40.39639,-74.2221,,78,9461,14723,21290,27360,33982
CITIBANK,0,middletown shoprite branch,6 de enero de 2009,,"1361 ST RTE 35, STE 1",Monmouth,NJ,7748,40.40086,-74.12074,4785,6883,10735,14841,18254,21559,25087
CITIBANK,0,neptune banking center branch,12/22/2005,,3550 ROUTE 66,Monmouth,NJ,7753,40.22401,-74.0818,16509,20034,23697,42317,44869,48107,53655
CITIBANK,0,spring lake branch,5 de junio de 1978,10/01/2006,1310 THIRD AVENUE,Monmouth,NJ,7762,40.15357,-74.02788,43348,48034,54632,56141,65678,62351,67691
CITIBANK,0,dover branch,5 de julio de 1962,10/01/2006,1 EAST CLINTON STREET,Morris,NJ,7801,40.88647,-74.5588,37328,36002,38649,39484,43791,42043,68676
CITIBANK,0,montague branch,08/22/1968,10/01/2006,14 ROUTE 23,Sussex,NJ,7827,41.3502,-74.6863,12925,13734,14831,17411,19063,21814,26571
CITIBANK,0,denville branch,01/24/1949,12/01/1996,57 DIAMOND SPRING RD,Morris,NJ,7834,40.89353,-74.47684,104852,106963,120220,128947,131995,139706,147914
CITIBANK,0,hackettstown branch,1 de enero de 1919,09/25/2008,227 MOUNTAIN AVENUE,Warren,NJ,7840,40.84228,-74.82401,32949,50732,54125,55145,65823,64510,71504
CITIBANK,0,lake hopatcong branch,9 de abril de 1962,10/01/2006,15 BOWLING GREEN PARKWAY,Morris,NJ,7849,40.96226,-74.59659,19664,21148,26335,29149,32228,33636,37165
CITIBANK,0,roxbury branch,3 de julio de 1988,10/01/2006,1250 NEW JERSEY HIGHWAY 46,Morris,NJ,7852,40.88495,-74.65281,17940,21414,30061,32527,37302,42126,51867
CITIBANK,0,andover branch,5 de marzo de 1964,10/01/2006,241 NEWTON-SPARTA ROAD,Sussex,NJ,7860,41.03752,-74.70111,16729,18733,21126,21623,24062,29010,31259
CITIBANK,0,hampton rt 206 branch,09/21/1968,10/01/2006,120 HAMPTON HOUSE ROAD,Sussex,NJ,7860,41.09009,-74.73088,33317,40516,43199,45019,50755,54446,59486
CITIBANK,0,rockaway branch,05/29/1973,10/01/2006,16 GREEN POND ROAD,Morris,NJ,7866,40.91236,-74.50108,43172,48913,57224,59854,68242,73158,79110
CITIBANK,0,randolph rt 10 branch,12/28/1959,10/01/2006,80 DOVER CHESTER ROAD,Morris,NJ,7869,40.86151,-74.58859,26442,30801,33749,36662,41611,43486,48352
CITIBANK,0,mount freedom sussex branch,10/14/1969,10/01/2006,1199 SUSSEX TURNPIKE,,NJ,7869,40.82662,-74.57361,103145,111288,129634,147331,153237,160756,186989
CITIBANK,0,sparta branch,1 de enero de 1919,09/25/2008,27 SPARTA AVENUE,Sussex,NJ,7871,41.03682,-74.63806,61028,102216,105821,110913,114904,124504,137488
CITIBANK,0,summit branch,04/13/1992,12/01/1996,67-69 SUMMIT AVENUE,Union,NJ,7901,40.71672,-74.35614,167920,169223,212022,248037,242824,233585,264875
CITIBANK,0,pluckemin banking center branch,12 de noviembre de 2009,,215 US HWY 202 206,Somerset,NJ,7921,40.6465,-74.64123,13987,27612,39661,49428,60875,66978,84654
CITIBANK,0,bedminster branch,11/18/2011,,2484 LAMINGTON ROAD,Somerset,NJ,7921,40.68032,-74.64607,,,8077,12391,17383,23649,31617
CITIBANK,0,berkeley heights branch,11/20/2014,,96 SNYDER AVENUE,Union,NJ,7922,40.68724,-74.43637,,,,,,6562,20244
CITIBANK,0,bernardsville branch,12/19/2014,,54 MORRISTOWN ROAD,Somerset,NJ,7924,40.71902,-74.56493,,,,,,9899,23858
CITIBANK,0,chatham banking center branch,10 de marzo de 2006,,215 MAIN STREET,Morris,NJ,7928,40.74028,-74.38101,46581,56998,74310,68338,70507,87148,83931
CITIBANK,0,chester and east main street branch,09/28/1939,10/01/2006,44 MAIN STREET,Morris,NJ,7930,40.78477,-74.69655,26268,31186,33414,37989,53238,49273,67623
CITIBANK,0,florham park branch,06/25/1956,12/01/1996,186 RIDGEDALE AVENUE,Morris,NJ,7932,40.78731,-74.39056,100140,104419,110747,127155,128940,130612,139909
CITIBANK,0,florham park branch,05/15/1989,10/01/2006,77 HANOVER ROAD,Morris,NJ,7932,40.79504,-74.37597,21700,23131,28317,28412,31185,30538,34195
CITIBANK,0,east hanover branch,10/20/1972,10/01/2006,399 RIDGEDALE AVENUE,Morris,NJ,7936,40.8249,-74.36219,64691,64334,72619,83782,98616,111661,121667
CITIBANK,0,madison waverly branch,12/22/1958,12/01/1996,2 WAVERLY PLACE,Morris,NJ,7940,40.75855,-74.41513,462000,1099344,456855,451583,427166,436239,411658
CITIBANK,0,morris plains branch,1 de enero de 1919,09/25/2008,599 SPEEDWELL AVENUE,,NJ,7950,40.82691,-74.47974,56605,55416,54984,184077,191289,198905,212514
CITIBANK,0,morris plains - route 10 branch,8 de noviembre de 2003,09/25/2008,1711 STAR ROUTE 10,Morris,NJ,7950,40.84515,-74.48322,25048,25028,25637,28275,52768,52116,56036
CITIBANK,0,south street branch,1 de abril de 1982,12/01/1996,225 SOUTH STREET,Morris,NJ,7960,40.78877,-74.47224,139938,145111,160261,237528,248854,286115,320458
CITIBANK,0,morristown - private banking branch,7 de enero de 1997,,225 SOUTH STREET,,NJ,7960,40.78877,-74.47224,0,0,0,0,0,0,0
CITIBANK,0,new vernon branch,3 de enero de 1965,12/01/1996,15 VILLAGE ROAD,Morris,NJ,7976,40.74249,-74.48442,59957,63835,58979,64674,73492,77266,84045
CITIBANK,0,stirling branch,06/30/1975,10/01/2006,1300 VALLEY ROAD,Morris,NJ,7980,40.66773,-74.4945,47634,50127,51137,57310,60065,66221,69066
CITIBANK,0,whippany village banking center branch,11/27/2012,,480 STATE ROUTE 10,Morris,NJ,7981,40.82158,-74.41032,,,,9567,16920,20165,31833
CITIBANK,0,doc cramer boulevard branch,11/21/2011,,447 MARTIN TRUEX JR BOULEVARD,Ocean,NJ,8050,39.70436,-74.27488,,,9364,24787,38392,52179,57940
CITIBANK,0,east windsor banking center branch,12/15/2009,,392 NEW JERSEY HWY 130,Mercer,NJ,8520,40.25441,-74.53381,8116,15242,22704,31863,41099,50216,63894
CITIBANK,0,jackson banking center branch,11 de diciembre de 2009,,332 NORTH COUNTY LINE ROAD,Ocean,NJ,8527,40.13934,-74.29857,7794,15976,25636,33567,41335,47245,53565
CITIBANK,0,hopewell banking center branch,12/30/2005,,795 DENOW ROAD,Mercer,NJ,8534,40.30089,-74.77876,20643,26011,31809,41381,46160,49352,54038
CITIBANK,0,princeton branch,6 de julio de 2004,,16 NASSAU STREET,Mercer,NJ,8542,40.34881,-74.66284,98443,100287,112486,137825,143393,158756,203973
CITIBANK,0,west windsor branch,04/21/2009,,63 PRINCETON HIGHTSTOWN RD,Mercer,NJ,8550,40.31374,-74.61965,20032,34463,47334,62005,72121,79946,93121
CITIBANK,0,trenton south broad street branch,07/29/2014,,"2735 SOUTH BROAD STREET, SUITE 3",,NJ,8610,40.19124,-74.71225,,,,,,1225,2610
CITIBANK,0,TRENTON ROEBLING MARKET BANKING CENTER BRANCH,11/27/2012,,635 SOUTH CLINTON AVENUE,Mercer,NJ,8611,40.21064,-74.75255,,,,1196,3282,4710,6101
CITIBANK,0,EWING BRANCH,06/29/2006,,1852 N OLDEN AVE,Mercer,NJ,8638,40.25019,-74.77687,9013,10564,20366,17868,18881,21108,26395
CITIBANK,0,LAWRENCEVILLE SHOPRITE BRANCH,12 de mayo de 2008,,3373 RTE 1,Mercer,NJ,,40.28323,-74.72177,7006,11216,15246,24580,42520,62503,55802
CITIBANK,0,HAMILTON SQUARE BANKING CTR BRANCH,09/28/2007,,955 HIGHWAY 33,Mercer,NJ,8690,40.22891,-74.66855,15064,17055,24590,43459,40501,69464,73858
CITIBANK,0,HAMILTON MARKETPLACE BRANCH,12/28/2005,,525 MARKET PLACE BOULEVARD,Mercer,NJ,8691,40.19632,-74.6389,27496,27576,34571,43139,50618,53342,60862
CITIBANK,0,LAKEWOOD BRANCH,06/15/1987,10/01/2006,75 EAST KENNEDY BOULEVARD,Ocean,NJ,8701,40.10688,-74.21776,38073,42567,54875,72687,98960,140078,192462
CITIBANK,0,LAKEWOOD PLAZA BRANCH,09/19/2005,09/25/2008,1700 MADISON AVENUE,Ocean,NJ,8701,40.10838,-74.21936,11534,12415,16623,23126,58141,63906,81248
CITIBANK,0,MARKET PLACE AT BRICK BRANCH,7 de febrero de 2009,,499 ROUTE 70,Ocean,NJ,8723,40.0375,-74.10924,14103,24696,33877,53240,63058,76008,85426
CITIBANK,0,FORKED RIVER BANKING CENTER,08/14/2012,,744 LACEY ROAD,Ocean,NJ,8731,39.8585,-74.20447,,,,9948,17841,20564,26659
CITIBANK,0,MANASQUAN BRANCH,03/19/1973,10/01/2006,2500 ROUTE 35,Monmouth,NJ,8736,40.12254,-74.06986,64634,61760,77440,87592,102548,112806,117769
CITIBANK,0,TOMS RIVER BRANCH,09/15/1984,10/01/2006,24 MAIN STREET,Ocean,NJ,8753,39.95239,-74.1984,26995,30512,30382,43602,59576,57368,60322
CITIBANK,0,MANCHESTER PLAZA BRANCH,09/27/2010,,1059 RTE 70,Ocean,NJ,8759,39.96768,-74.3817,,9220,19965,33071,41772,45049,52733
CITIBANK,0,BOUND BROOK BRANCH,11/26/2008,,427 W UNION AVE,Somerset,NJ,8805,40.56776,-74.54514,14845,20792,23986,31030,33983,38671,44490
CITIBANK,0,EAST BRUNSWICK BANKING CENTER BRANCH,12 de octubre de 2009,,629 ROUTE 18,Middlesex,NJ,8816,40.43544,-74.38991,11278,23411,48353,64431,80589,94112,116784
CITIBANK,0,CRANBURY ROAD EAST BRUNSWICK BANKING CENTER,06/27/2012,,"591 CRANBURY ROAD, STE 100",Middlesex,NJ,8816,40.41015,-74.4198,,,1568,23596,28881,36451,44572
CITIBANK,0,DURHAM CENTER BRANCH,4 de octubre de 1989,10/01/2006,"4 ETHEL ROAD, SUITE 403A",Middlesex,NJ,8817,40.54065,-74.39684,17481,20909,24387,32069,40380,47050,58235
CITIBANK,0,EDISON BANKING CENTER BRANCH,12/29/2005,,2163 OAK TREE ROAD,,NJ,8820,40.57741,-74.383,53646,65083,76048,94581,106969,128891,144593
CITIBANK,0,FLEMINGTON CIRCLE BRANCH,05/17/2004,09/25/2008,"75 REAVILLE AVENUE, SUITE 2",Hunterdon,NJ,8822,40.49935,-74.85355,23172,28310,29592,37152,37000,39037,50128
CITIBANK,0,NORTH FLEMINGTON BRANCH,07/21/2015,,318 STATE ROUTE 31,Hunterdon,NJ,8822,40.53951,-74.85741,,,,,,,7399
CITIBANK,0,FRANKLIN PARK BANKING CENTER BRANCH,12/20/2006,,3333 STATE ROUTE 27,Somerset,NJ,8823,40.42912,-74.55733,35262,39188,49860,62776,77073,79877,97110
CITIBANK,0,JAMESBURG BANKING CENTER BRANCH,12/20/2007,,5 EAST RAILROAD AVENUE,Middlesex,NJ,8831,40.34778,-74.43496,22754,26262,31066,35791,42282,61229,58036
CITIBANK,0,MONROE APPLEGARTH BANKING CTR BRANCH,04/17/2008,,320 APPLEGARTH ROAD,Middlesex,NJ,8831,40.31784,-74.47172,22900,28860,40949,47433,54998,54445,63216
CITIBANK,0,SPOTSWOOD ENGLISHTOWN RD BRANCH,1 de enero de 1919,09/25/2008,365 SPOTSWOOD-ENGLISHTOWN ROAD (MONROE),Middlesex,NJ,8831,40.37446,-74.38876,61507,61080,55564,58511,66407,68003,72680
CITIBANK,0,RARITAN CENTER EDISON BRANCH,12/27/1985,10/01/2006,110 FIELDCREST AVENUE,Middlesex,NJ,8837,40.51728,-74.34452,27202,27074,31311,44479,45445,55456,95902
CITIBANK,0,METUCHEN BRANCH,3 de febrero de 1987,10/01/2006,475 MAIN STREET,Middlesex,NJ,8840,40.54337,-74.36263,59094,63964,71258,92457,104063,129834,197327
CITIBANK,0,HILLSBOROUGH HAMILTON AVENUE BANKING CENTER,10 de septiembre de 2012,,381 US 206,Somerset,NJ,8844,40.50807,-74.63749,,,,20668,39872,50257,61709
CITIBANK,0,SOUTH BRUNSWICK BANKING CNTR BRANCH,8 de febrero de 2007,,"4180 US ROUTE 1 NORTH, BLDG 300",Middlesex,NJ,8852,40.3832,-74.57499,32800,37049,51854,71400,92485,178938,133195
CITIBANK,0,PISCATAWAY BRANCH,1 de enero de 1919,09/25/2008,233 STELTON ROAD,Middlesex,NJ,8854,40.56727,-74.45653,55769,53679,60149,64394,72337,79927,87007
CITIBANK,0,OLD BRIDGE BRANCH,1 de enero de 1919,09/25/2008,20 BUSHNELL ROAD,Middlesex,NJ,8857,40.40097,-74.31197,70877,109778,105761,116157,124132,132890,135739
CITIBANK,0,PERTH AMBOY BANKING CENTER BRANCH,12/16/2005,,130 SMITH STREET,Middlesex,NJ,8861,40.50867,-74.26828,19111,20821,24981,30264,31209,32351,38745
CITIBANK,0,SOMERSET EASTON AVE BRANCH,1 de enero de 1919,09/25/2008,940 EASTON AVENUE,Somerset,NJ,8873,40.51317,-74.4861,72992,73492,81138,88810,90500,96031,105819
CITIBANK,0,FRANKLIN TOWNSHIP BRANCH,09/25/2008,,460 ELIZABETH AVE,Somerset,NJ,8873,40.52897,-74.54038,23125,32941,47219,57310,66773,71526,82925
CITIBANK,0,SOMERVILLE BRANCH,8 de abril de 2003,09/25/2008,6 SOUTH DAVENPORT STREET,Somerset,NJ,8876,40.56983,-74.61572,16521,20728,26551,34402,40946,46024,61344
CITIBANK,0,BRANCHBURG SHOPRITE BRANCH,06/30/2011,,3166 STATE HWY 22 W,Somerset,NJ,8876,40.60317,-74.6915,,120,6932,10136,14739,16815,21159
CITIBANK,0,NEW BRUNSWICK BRANCH,11 de mayo de 1990,10/01/2006,133 NEILSON STREET,Middlesex,NJ,8901,40.49379,-74.44156,16899,20111,22567,26423,30790,34359,45380
CITIBANK,0,GEORGE ST AND CHURCH BRANCH,7 de enero de 2005,09/25/2008,390 GEORGE STREET,Middlesex,NJ,8901,40.49604,-74.44416,7065,8093,13013,14924,21086,29547,41426
CITIBANK,0,NORTH BRUNSWICK BANKING CENTER BRANCH,11/16/2006,,1550 GEORGES ROAD,Middlesex,NJ,8902,40.46384,-74.45551,27292,33678,38070,48725,53100,58445,66808
CITIBANK,0,FIT SEVENTH AVENUE BRANCH,09/17/1929,,305 SEVENTH AVENUE,Nyork,NY,10001,40.74677,-73.99363,270220,289307,336648,359183,389188,400925,491408
CITIBANK,0,MADISON SQUARE GARDEN BRANCH,12/18/1967,06/20/1992,2 PENNSYLVANIA PLAZA,Nyork,NY,10001,40.74959,-73.99172,427106,452762,471520,517352,602574,641415,649655
CITIBANK,0,JAVITS CONVENTION CENTER BRANCH,7 de enero de 1997,,655 WEST 34TH STREET,Nyork,NY,10001,40.75647,-74.00345,0,0,0,0,0,0,0
CITIBANK,0,PENN STATION - CTCC BRANCH,7 de enero de 1997,,"132 WEST 31ST STREET, GREENLY BUILDI",Nyork,NY,10001,40.74849,-73.99057,0,0,0,0,0,0,0
CITIBANK,0,NORTH CHELSEA BRANCH,6 de junio de 2006,,245 7TH AVE,NVY,NY,10001,40.74475,-73.99509,54938,70110,73371,79545,93089,118096,159753
CITIBANK,0,BROADWAY AND 32ND BRANCH,09/25/2008,,1260 BROADWAY,NVY,NY,10001,40.74848,-73.98814,37863,47641,60246,73140,101722,123455,138599
CITIBANK,0,DELANCEY STREET BRANCH,03/19/1915,06/20/1992,109 DELANCEY STREET,NVY,NY,10002,40.71855,-73.98854,85326,98701,110630,143089,156827,165411,241126
CITIBANK,0,UNIVERSITY PLACE BRANCH,01/31/1966,06/20/1992,32 UNIVERSITY PLACE,NVY,NY,10003,40.73203,-73.99448,309704,319792,319671,389547,380990,425712,505325
CITIBANK,0,STUYVESANT TOWN BRANCH,06/30/1937,06/20/1992,255-257 FIRST AVENUE,NVY,NY,10003,40.73198,-73.98219,174708,190866,206476,229780,256334,264379,294083
CITIBANK,0,WEST 14TH STREET BRANCH,01/01/1800,07/14/1996,69 5TH AVENUE,NVY,NY,10003,40.7363,-73.9934,255193,262922,291581,315775,337511,380178,399598
CITIBANK,0,ASTOR PLACE BANKING CENTER BRANCH,10/17/2005,,26 ASTOR PLACE,NVY,NY,10003,40.72991,-73.99221,307740,359920,413440,434255,500379,467639,533276
CITIBANK,0,BROADWAY & 10TH STREET BKG. CTR. BRANCH,12/23/2005,,785 BROADWAY,Nyork,NY,10003,40.73176,-73.99152,42605,56514,72615,84287,92618,107516,112761
CITIBANK,0,SECOND AVE AND 10TH ST BRANCH,05/18/2007,,156 SECOND AVE,Nyork,NY,3324125,40.72961,-73.98691,42763,51215,56722,66332,89795,102857,206952
CITIBANK,0,UNION SQUARE BRANCH,10 de agosto de 2007,,230 PARK AVENUE SOUTH,Nyork,NY,3324125,40.73778,-73.9883,446670,461807,566540,681286,843866,784729,867596
CITIBANK,0,BOWERY & FIRST BANKING CENTER BRANCH,12/21/2007,,305 BOWERY,Nyork,NY,10003,40.72498,-73.99219,24968,38350,42082,61558,85759,153757,132630
CITIBANK,0,THIRD AVE & 19TH ST BNKG CTR BRANCH,12/14/2007,,233 THIRD AVENUE,Nyork,NY,10003,40.73669,-73.98462,52531,61125,77336,86163,100717,120563,127501
CITIBANK,0,BROADWAY AND 13TH BRANCH,09/25/2008,,835 BROADWAY,Nyork,NY,10003,40.73397,-73.99094,42436,43103,47919,61319,71291,93156,119871
CITIBANK,0,PRUDENTIAL SECURITIES BRANCH,7 de enero de 1997,,1 NEW YORK PLAZA,Nyork,NY,10004,40.68879,-74.0191,0,0,0,0,0,0,0
CITIBANK,0,BROADWAY MORRIS EXCHANGE BRANCH,10/17/2005,,42 BROADWAY,Nyork,NY,10004,40.7062,-74.01296,103925,94741,95674,112163,139714,155387,183659
CITIBANK,0,SELECT DIRECT I BRANCH,8 de enero de 1989,07/14/1996,"1 CHASE MANHATTAN PLAZA, 33RD FLOOR",Nyork,NY,10005,40.70772,-74.01012,165,158,162,139,133,118,157
CITIBANK,0,CHASE PLAZA BRANCH,1 de enero de 1997,,28 LIBERTY ST,New York,NY,10005,40.70615,-74.00859,1393004,1475539,1517297,1637099,1656725,1780676,1925358
CITIBANK,0,SELECT DIRECT II BRANCH,7 de enero de 1997,,"1 CHASE MANHATTAN PLAZA, 33RD FLOOR",New York,NY,10005,40.70749,-74.00875,3737,4173,4105,3105,3517,3522,3352
CITIBANK,0,MORGAN GUAR. TR. CO. OF NY BRANCH,01/01/1897,11/10/2001,60 WALL STREET,New York,NY,10005,40.70577,-74.00829,0,0,0,0,0,0,0
CITIBANK,0,WALL STREET AND WILLIAMS BRANCH,12 de abril de 1997,10/01/2006,45 WALL STREET,New York,NY,10005,40.70652,-74.00972,122803,148954,187610,227525,266601,338964,319054
CITIBANK,0,BARCLAY ST BRANCH,06/30/1992,10/01/2006,101 BARCLAY STREET,New York,NY,10007,40.71371,-74.01168,140982,165248,201462,242800,270276,302468,333867
